,clipname,id,bestframe,category,pcd_pillar
6474,S_Clip_00276_14,6,20,ROAD_SIGN,2048
6475,S_Clip_00279_11,4,26,ROAD_SIGN,2048
6476,S_Clip_00279_11,5,66,ROAD_SIGN,2048
6477,S_Clip_00282_11,2,27,ROAD_SIGN,2048
6478,S_Clip_00282_11,3,28,ROAD_SIGN,2048
6479,S_Clip_00282_11,4,32,ROAD_SIGN,2048
6480,S_Clip_00282_11,5,94,ROAD_SIGN,2048
6481,S_Clip_00282_11,9,56,ROAD_SIGN,2048
6482,S_Clip_00283_11,4,73,ROAD_SIGN,2048
6483,S_Clip_00283_11,5,76,ROAD_SIGN,2048
6484,S_Clip_00283_11,7,94,ROAD_SIGN,2048
6485,S_Clip_00284_11,4,28,ROAD_SIGN,2048
6486,S_Clip_00284_11,5,31,ROAD_SIGN,2048
6487,S_Clip_00285_11,2,100,ROAD_SIGN,2048
6488,S_Clip_00285_11,3,35,ROAD_SIGN,2048
6489,S_Clip_00286_11,1,13,ROAD_SIGN,2048
6490,S_Clip_00286_11,2,4,ROAD_SIGN,2048
6491,S_Clip_00287_14,3,64,ROAD_SIGN,2048
6492,S_Clip_00289_11,5,91,ROAD_SIGN,2048
6493,S_Clip_00298_11,3,51,ROAD_SIGN,2048
6494,S_Clip_00300_14,7,17,ROAD_SIGN,2048
6495,S_Clip_00315_14,2,1,ROAD_SIGN,2048
6496,S_Clip_00317_11,11,5,ROAD_SIGN,2048
6497,S_Clip_00317_11,13,47,ROAD_SIGN,2048
6498,S_Clip_00318_14,3,20,ROAD_SIGN,2048
6499,S_Clip_00318_14,4,67,ROAD_SIGN,2048
6500,S_Clip_00323_11,1,5,ROAD_SIGN,2048
6501,S_Clip_00323_11,2,51,ROAD_SIGN,2048
6502,S_Clip_00323_11,4,57,ROAD_SIGN,2048
6503,S_Clip_00324_11,1,48,ROAD_SIGN,2048
6504,S_Clip_00324_11,2,49,ROAD_SIGN,2048
6505,S_Clip_00326_11,2,97,ROAD_SIGN,2048
6506,S_Clip_00326_11,5,90,ROAD_SIGN,2048
6507,S_Clip_00326_11,11,71,ROAD_SIGN,2048
6508,S_Clip_00327_11,2,27,ROAD_SIGN,2048
6509,S_Clip_00327_11,7,24,ROAD_SIGN,2048
6510,S_Clip_00334_11,3,74,ROAD_SIGN,2048
6511,S_Clip_00336_11,4,32,ROAD_SIGN,2048
6512,S_Clip_00336_11,5,28,ROAD_SIGN,2048
6513,S_Clip_00341_11,3,96,ROAD_SIGN,2048
6514,S_Clip_00341_11,4,38,ROAD_SIGN,2048
6515,S_Clip_00359_11,2,55,ROAD_SIGN,2048
6516,S_Clip_00359_11,3,57,ROAD_SIGN,2048
6517,S_Clip_00360_14,2,1,ROAD_SIGN,2048
6518,S_Clip_00360_14,4,92,ROAD_SIGN,2048
6519,S_Clip_00368_11,2,77,ROAD_SIGN,2048
6520,S_Clip_00368_11,3,98,ROAD_SIGN,2048
6521,S_Clip_00369_11,3,83,ROAD_SIGN,2048
6522,S_Clip_00371_11,3,36,ROAD_SIGN,2048
6523,S_Clip_00371_11,4,57,ROAD_SIGN,2048
6524,S_Clip_00375_11,2,62,ROAD_SIGN,2048
6525,S_Clip_00387_11,2,99,ROAD_SIGN,2048
6526,S_Clip_00387_11,3,99,ROAD_SIGN,2048
6527,S_Clip_00388_14,6,24,ROAD_SIGN,2048
6528,S_Clip_00388_14,7,100,ROAD_SIGN,2048
6529,S_Clip_00389_11,2,97,ROAD_SIGN,2048
6530,S_Clip_00391_11,2,3,ROAD_SIGN,2048
6531,S_Clip_00391_11,3,46,ROAD_SIGN,2048
6532,S_Clip_00392_11,2,1,ROAD_SIGN,2048
6533,S_Clip_00396_11,4,75,ROAD_SIGN,2048
6534,S_Clip_00397_11,7,79,ROAD_SIGN,2048
6535,S_Clip_00397_11,8,83,ROAD_SIGN,2048
6536,S_Clip_00397_11,9,62,ROAD_SIGN,2048
6537,S_Clip_00399_11,2,61,ROAD_SIGN,2048
6538,S_Clip_00399_11,3,68,ROAD_SIGN,2048
6539,S_Clip_00402_11,3,3,ROAD_SIGN,2048
6540,S_Clip_00402_11,6,19,ROAD_SIGN,2048
6541,S_Clip_00402_11,7,86,ROAD_SIGN,2048
6542,S_Clip_00403_11,1,1,ROAD_SIGN,2048
6543,S_Clip_00403_11,3,17,ROAD_SIGN,2048
6544,S_Clip_00403_11,4,16,ROAD_SIGN,2048
6545,S_Clip_00405_11,2,1,ROAD_SIGN,2048
6546,S_Clip_00405_11,5,82,ROAD_SIGN,2048
6547,S_Clip_00405_11,6,82,ROAD_SIGN,2048
6548,S_Clip_00405_11,7,69,ROAD_SIGN,2048
6549,S_Clip_00405_11,8,58,ROAD_SIGN,2048
6550,S_Clip_00405_11,9,49,ROAD_SIGN,2048
6551,S_Clip_00405_11,10,52,ROAD_SIGN,2048
6552,S_Clip_00405_11,11,42,ROAD_SIGN,2048
6553,S_Clip_00410_11,3,99,ROAD_SIGN,2048
6554,S_Clip_00410_11,5,84,ROAD_SIGN,2048
6555,S_Clip_00410_11,7,50,ROAD_SIGN,2048
6556,S_Clip_00410_11,8,45,ROAD_SIGN,2048
6557,S_Clip_00412_11,2,41,ROAD_SIGN,2048
6558,S_Clip_00412_11,7,100,ROAD_SIGN,2048
6559,S_Clip_00413_11,3,86,ROAD_SIGN,2048
6560,S_Clip_00418_11,2,68,ROAD_SIGN,2048
6561,S_Clip_00418_11,3,100,ROAD_SIGN,2048
6562,S_Clip_00420_11,5,52,ROAD_SIGN,2048
6563,S_Clip_00420_11,6,98,ROAD_SIGN,2048
6564,S_Clip_00467_11,2,7,ROAD_SIGN,2048
6565,S_Clip_00481_11,2,3,ROAD_SIGN,2048
6566,S_Clip_00481_11,3,25,ROAD_SIGN,2048
6567,S_Clip_00488_11,2,6,ROAD_SIGN,2048
6568,S_Clip_00493_11,2,100,ROAD_SIGN,2048
6569,S_Clip_00493_11,3,100,ROAD_SIGN,2048
6570,S_Clip_00493_11,4,100,ROAD_SIGN,2048
6571,S_Clip_00497_11,2,55,ROAD_SIGN,2048
6572,S_Clip_00497_11,4,73,ROAD_SIGN,2048
6573,S_Clip_00501_14,3,21,ROAD_SIGN,2048
6574,S_Clip_00501_14,5,74,ROAD_SIGN,2048
6575,S_Clip_00503_11,2,52,ROAD_SIGN,2048
6576,S_Clip_00506_11,2,9,ROAD_SIGN,2048
6577,S_Clip_00506_11,5,18,ROAD_SIGN,2048
6578,S_Clip_00507_14,9,46,ROAD_SIGN,2048
6579,S_Clip_00508_14,5,42,ROAD_SIGN,2048
6580,S_Clip_00510_14,3,100,ROAD_SIGN,2048
6581,S_Clip_00511_11,4,99,ROAD_SIGN,2048
6582,S_Clip_00511_11,5,100,ROAD_SIGN,2048
6583,S_Clip_00512_14,2,15,ROAD_SIGN,2048
6584,S_Clip_00512_14,3,15,ROAD_SIGN,2048
6585,S_Clip_00512_14,5,55,ROAD_SIGN,2048
6586,S_Clip_00512_14,6,97,ROAD_SIGN,2048
6587,S_Clip_00512_14,7,97,ROAD_SIGN,2048
6588,S_Clip_00517_11,3,9,ROAD_SIGN,2048
6589,S_Clip_00517_11,4,92,ROAD_SIGN,2048
6590,S_Clip_00553_11,2,18,ROAD_SIGN,2048
6591,S_Clip_00560_11,2,39,ROAD_SIGN,2048
6592,S_Clip_00565_14,4,47,ROAD_SIGN,2048
6593,S_Clip_00565_14,5,48,ROAD_SIGN,2048
6594,S_Clip_00565_14,6,93,ROAD_SIGN,2048
6595,S_Clip_00566_14,4,59,ROAD_SIGN,2048
6596,S_Clip_00566_14,5,54,ROAD_SIGN,2048
6597,S_Clip_00567_11,2,23,ROAD_SIGN,2048
6598,S_Clip_00574_15,13,16,ROAD_SIGN,2048
6599,S_Clip_00574_15,17,38,ROAD_SIGN,2048
6600,S_Clip_00574_15,31,64,ROAD_SIGN,2048
6601,S_Clip_00574_15,37,71,ROAD_SIGN,2048
6602,S_Clip_00574_15,38,91,ROAD_SIGN,2048
6603,S_Clip_00605_11,4,6,ROAD_SIGN,2048
6604,S_Clip_00606_11,2,18,ROAD_SIGN,2048
6605,S_Clip_00606_11,6,86,ROAD_SIGN,2048
6606,S_Clip_00611_14,7,80,ROAD_SIGN,2048
6607,S_Clip_00612_14,6,42,ROAD_SIGN,2048
6608,S_Clip_00612_14,11,99,ROAD_SIGN,2048
6609,S_Clip_00613_11,5,73,ROAD_SIGN,2048
6610,S_Clip_00613_11,7,60,ROAD_SIGN,2048
6611,S_Clip_00613_11,8,88,ROAD_SIGN,2048
6612,S_Clip_00613_11,9,99,ROAD_SIGN,2048
6613,S_Clip_00622_11,2,96,ROAD_SIGN,2048
6614,S_Clip_00623_11,2,50,ROAD_SIGN,2048
6615,S_Clip_00624_11,2,4,ROAD_SIGN,2048
6616,S_Clip_00625_11,2,11,ROAD_SIGN,2048
6617,S_Clip_00625_11,3,19,ROAD_SIGN,2048
6618,S_Clip_00625_11,4,100,ROAD_SIGN,2048
6619,S_Clip_00626_11,2,4,ROAD_SIGN,2048
6620,S_Clip_00626_11,4,71,ROAD_SIGN,2048
6621,S_Clip_00627_11,2,17,ROAD_SIGN,2048
6622,S_Clip_00627_11,3,100,ROAD_SIGN,2048
6623,S_Clip_00628_11,2,43,ROAD_SIGN,2048
6624,S_Clip_00629_11,2,94,ROAD_SIGN,2048
6625,S_Clip_00629_11,3,98,ROAD_SIGN,2048
6626,S_Clip_00630_11,2,61,ROAD_SIGN,2048
6627,S_Clip_00630_11,3,80,ROAD_SIGN,2048
6628,S_Clip_00631_11,2,4,ROAD_SIGN,2048
6629,S_Clip_00631_11,3,36,ROAD_SIGN,2048
6630,S_Clip_00637_14,3,72,ROAD_SIGN,2048
6631,S_Clip_00638_14,3,34,ROAD_SIGN,2048
6632,S_Clip_00639_11,2,36,ROAD_SIGN,2048
6633,S_Clip_00642_11,3,12,ROAD_SIGN,2048
6634,S_Clip_00642_11,4,58,ROAD_SIGN,2048
6635,S_Clip_00643_11,3,94,ROAD_SIGN,2048
6636,S_Clip_00651_14,3,45,ROAD_SIGN,2048
6637,S_Clip_00659_15,8,57,ROAD_SIGN,2048
6638,S_Clip_00659_15,9,40,ROAD_SIGN,2048
6639,S_Clip_00659_15,18,100,ROAD_SIGN,2048
6640,S_Clip_00685_15,10,3,ROAD_SIGN,2048
6641,S_Clip_00685_15,48,94,ROAD_SIGN,2048
6642,S_Clip_00685_15,49,100,ROAD_SIGN,2048
6643,S_Clip_00693_15,7,30,ROAD_SIGN,2048
6644,S_Clip_00693_15,9,64,ROAD_SIGN,2048
6645,S_Clip_00694_15,2,19,ROAD_SIGN,2048
6646,S_Clip_00697_15,6,35,ROAD_SIGN,2048
6647,S_Clip_00697_15,20,88,ROAD_SIGN,2048
6648,S_Clip_00697_15,28,100,ROAD_SIGN,2048
6649,S_Clip_00701_11,2,30,ROAD_SIGN,2048
6650,S_Clip_00701_11,3,55,ROAD_SIGN,2048
6651,S_Clip_00702_14,4,57,ROAD_SIGN,2048
6652,S_Clip_00703_11,3,36,ROAD_SIGN,2048
6653,S_Clip_00703_11,4,66,ROAD_SIGN,2048
6654,S_Clip_00703_11,5,78,ROAD_SIGN,2048
6655,S_Clip_00704_14,4,12,ROAD_SIGN,2048
6656,S_Clip_00705_11,5,74,ROAD_SIGN,2048
6657,S_Clip_00705_11,6,84,ROAD_SIGN,2048
6658,S_Clip_00705_11,7,91,ROAD_SIGN,2048
6659,S_Clip_00710_11,3,2,ROAD_SIGN,2048
6660,S_Clip_00710_11,5,47,ROAD_SIGN,2048
6661,S_Clip_00714_11,2,12,ROAD_SIGN,2048
6662,S_Clip_00714_11,4,96,ROAD_SIGN,2048
6663,S_Clip_00716_11,3,88,ROAD_SIGN,2048
6664,S_Clip_00717_11,2,60,ROAD_SIGN,2048
6665,S_Clip_00720_11,4,99,ROAD_SIGN,2048
6666,S_Clip_00727_11,1,27,ROAD_SIGN,2048
6667,S_Clip_00727_11,2,27,ROAD_SIGN,2048
6668,S_Clip_00727_11,3,20,ROAD_SIGN,2048
6669,S_Clip_00727_11,4,74,ROAD_SIGN,2048
6670,S_Clip_00729_11,2,36,ROAD_SIGN,2048
6671,S_Clip_00729_11,3,37,ROAD_SIGN,2048
6672,S_Clip_00730_11,2,1,ROAD_SIGN,2048
6673,S_Clip_00730_11,3,1,ROAD_SIGN,2048
6674,S_Clip_00732_14,3,42,ROAD_SIGN,2048
6675,S_Clip_00732_14,4,59,ROAD_SIGN,2048
6676,S_Clip_00733_11,3,35,ROAD_SIGN,2048
6677,S_Clip_00733_11,5,57,ROAD_SIGN,2048
6678,S_Clip_00733_11,6,59,ROAD_SIGN,2048
6679,S_Clip_00737_11,2,17,ROAD_SIGN,2048
6680,S_Clip_00741_11,3,33,ROAD_SIGN,2048
6681,S_Clip_00741_11,4,44,ROAD_SIGN,2048
6682,S_Clip_00742_11,2,88,ROAD_SIGN,2048
6683,S_Clip_00742_11,5,74,ROAD_SIGN,2048
6684,S_Clip_00743_11,1,18,ROAD_SIGN,2048
6685,S_Clip_00743_11,3,37,ROAD_SIGN,2048
6686,S_Clip_00743_11,4,87,ROAD_SIGN,2048
6687,S_Clip_00743_11,5,87,ROAD_SIGN,2048
6688,S_Clip_00743_11,6,65,ROAD_SIGN,2048
6689,S_Clip_00744_11,1,35,ROAD_SIGN,2048
6690,S_Clip_00744_11,2,35,ROAD_SIGN,2048
6691,S_Clip_00744_11,5,5,ROAD_SIGN,2048
6692,S_Clip_00746_11,1,84,ROAD_SIGN,2048
6693,S_Clip_00746_11,3,100,ROAD_SIGN,2048
6694,S_Clip_00747_11,2,40,ROAD_SIGN,2048
6695,S_Clip_00747_11,3,36,ROAD_SIGN,2048
6696,S_Clip_00747_11,4,82,ROAD_SIGN,2048
6697,S_Clip_00747_11,5,86,ROAD_SIGN,2048
6698,S_Clip_00747_11,6,84,ROAD_SIGN,2048
6699,S_Clip_00748_11,13,93,ROAD_SIGN,2048
6700,S_Clip_00749_14,4,100,ROAD_SIGN,2048
6701,S_Clip_00750_14,5,64,ROAD_SIGN,2048
6702,S_Clip_00754_14,4,58,ROAD_SIGN,2048
6703,S_Clip_00757_11,3,53,ROAD_SIGN,2048
6704,S_Clip_00757_11,5,64,ROAD_SIGN,2048
6705,S_Clip_00757_11,6,89,ROAD_SIGN,2048
6706,S_Clip_00759_11,3,72,ROAD_SIGN,2048
6707,S_Clip_00761_14,2,100,ROAD_SIGN,2048
6708,S_Clip_00773_11,2,44,ROAD_SIGN,2048
6709,S_Clip_00773_11,4,98,ROAD_SIGN,2048
6710,S_Clip_00774_14,3,65,ROAD_SIGN,2048
6711,S_Clip_00775_14,3,32,ROAD_SIGN,2048
6712,S_Clip_00776_11,3,30,ROAD_SIGN,2048
6713,S_Clip_00776_11,5,30,ROAD_SIGN,2048
6714,S_Clip_00776_11,6,98,ROAD_SIGN,2048
6715,S_Clip_00776_11,7,98,ROAD_SIGN,2048
6716,S_Clip_00776_11,8,96,ROAD_SIGN,2048
6717,S_Clip_00777_11,4,7,ROAD_SIGN,2048
6718,S_Clip_00777_11,5,9,ROAD_SIGN,2048
6719,S_Clip_00777_11,6,19,ROAD_SIGN,2048
6720,S_Clip_00778_14,4,28,ROAD_SIGN,2048
6721,S_Clip_00778_14,5,77,ROAD_SIGN,2048
6722,S_Clip_00779_14,5,34,ROAD_SIGN,2048
6723,S_Clip_00781_14,6,88,ROAD_SIGN,2048
6724,S_Clip_00784_11,3,7,ROAD_SIGN,2048
6725,S_Clip_00784_11,4,6,ROAD_SIGN,2048
6726,S_Clip_00784_11,5,1,ROAD_SIGN,2048
6727,S_Clip_00784_11,6,42,ROAD_SIGN,2048
6728,S_Clip_00784_11,7,42,ROAD_SIGN,2048
6729,S_Clip_00784_11,8,22,ROAD_SIGN,2048
6730,S_Clip_00784_11,9,97,ROAD_SIGN,2048
6731,S_Clip_00785_11,2,27,ROAD_SIGN,2048
6732,S_Clip_00785_11,3,26,ROAD_SIGN,2048
6733,S_Clip_00785_11,4,72,ROAD_SIGN,2048
6734,S_Clip_00793_14,4,1,ROAD_SIGN,2048
6735,S_Clip_00794_11,3,32,ROAD_SIGN,2048
6736,S_Clip_00794_11,4,96,ROAD_SIGN,2048
6737,S_Clip_00795_11,2,29,ROAD_SIGN,2048
6738,S_Clip_00795_11,3,5,ROAD_SIGN,2048
6739,S_Clip_00798_14,4,14,ROAD_SIGN,2048
6740,S_Clip_00798_14,5,68,ROAD_SIGN,2048
6741,S_Clip_00798_14,6,99,ROAD_SIGN,2048
6742,S_Clip_00799_11,4,40,ROAD_SIGN,2048
6743,S_Clip_00801_14,5,84,ROAD_SIGN,2048
6744,S_Clip_00801_14,6,85,ROAD_SIGN,2048
6745,S_Clip_00802_14,4,34,ROAD_SIGN,2048
6746,S_Clip_00802_14,5,57,ROAD_SIGN,2048
6747,S_Clip_00802_14,6,100,ROAD_SIGN,2048
6748,S_Clip_00802_14,8,98,ROAD_SIGN,2048
6749,S_Clip_00805_11,5,91,ROAD_SIGN,2048
6750,S_Clip_00805_11,6,90,ROAD_SIGN,2048
6751,S_Clip_00806_11,2,41,ROAD_SIGN,2048
6752,S_Clip_00806_11,3,99,ROAD_SIGN,2048
6753,S_Clip_00807_11,2,19,ROAD_SIGN,2048
6754,S_Clip_00810_11,2,37,ROAD_SIGN,2048
6755,S_Clip_00810_11,3,34,ROAD_SIGN,2048
6756,S_Clip_00813_14,3,89,ROAD_SIGN,2048
6757,S_Clip_00813_14,4,87,ROAD_SIGN,2048
6758,S_Clip_00814_14,3,53,ROAD_SIGN,2048
6759,S_Clip_00814_14,4,83,ROAD_SIGN,2048
6760,S_Clip_00815_14,3,92,ROAD_SIGN,2048
6761,S_Clip_00816_14,3,19,ROAD_SIGN,2048
6762,S_Clip_00817_14,4,94,ROAD_SIGN,2048
6763,S_Clip_00821_11,6,74,ROAD_SIGN,2048
6764,S_Clip_00821_11,7,100,ROAD_SIGN,2048
6765,S_Clip_00821_11,8,99,ROAD_SIGN,2048
6766,S_Clip_00823_11,4,71,ROAD_SIGN,2048
6767,S_Clip_00823_11,5,81,ROAD_SIGN,2048
6768,S_Clip_00823_11,6,72,ROAD_SIGN,2048
6769,S_Clip_00823_11,7,91,ROAD_SIGN,2048
6770,S_Clip_00823_11,8,99,ROAD_SIGN,2048
6771,S_Clip_00824_14,4,4,ROAD_SIGN,2048
6772,S_Clip_00824_14,5,13,ROAD_SIGN,2048
6773,S_Clip_00824_14,6,5,ROAD_SIGN,2048
6774,S_Clip_00824_14,7,37,ROAD_SIGN,2048
6775,S_Clip_00824_14,8,38,ROAD_SIGN,2048
6776,S_Clip_00826_14,4,24,ROAD_SIGN,2048
6777,S_Clip_00826_14,7,42,ROAD_SIGN,2048
6778,S_Clip_00826_14,8,57,ROAD_SIGN,2048
6779,S_Clip_00826_14,9,71,ROAD_SIGN,2048
6780,S_Clip_00826_14,10,91,ROAD_SIGN,2048
6781,S_Clip_00827_14,2,7,ROAD_SIGN,2048
6782,S_Clip_00827_14,3,1,ROAD_SIGN,2048
6783,S_Clip_00841_15,38,100,ROAD_SIGN,2048
6784,S_Clip_00841_15,41,85,ROAD_SIGN,2048
6785,S_Clip_01130_14,3,40,ROAD_SIGN,2048
6786,S_Clip_01130_14,5,33,ROAD_SIGN,2048
6787,S_Clip_01131_14,4,100,ROAD_SIGN,2048
6788,S_Clip_01131_14,5,99,ROAD_SIGN,2048
6789,S_Clip_01133_11,10,96,ROAD_SIGN,2048
6790,S_Clip_01133_11,12,16,ROAD_SIGN,2048
6791,S_Clip_01134_11,15,100,ROAD_SIGN,2048
6792,S_Clip_01135_11,3,24,ROAD_SIGN,2048
6793,S_Clip_01138_14,4,21,ROAD_SIGN,2048
6794,S_Clip_01138_14,5,32,ROAD_SIGN,2048
6795,S_Clip_01140_14,3,20,ROAD_SIGN,2048
6796,S_Clip_01140_14,4,77,ROAD_SIGN,2048
6797,S_Clip_01140_14,5,100,ROAD_SIGN,2048
6798,S_Clip_01141_14,3,22,ROAD_SIGN,2048
6799,S_Clip_01141_14,4,57,ROAD_SIGN,2048
6800,S_Clip_01143_11,2,1,ROAD_SIGN,2048
6801,S_Clip_01143_11,4,56,ROAD_SIGN,2048
6802,S_Clip_01144_14,3,98,ROAD_SIGN,2048
6803,S_Clip_01145_14,3,9,ROAD_SIGN,2048
6804,S_Clip_01145_14,4,97,ROAD_SIGN,2048
6805,S_Clip_01145_14,5,100,ROAD_SIGN,2048
6806,S_Clip_01145_14,6,100,ROAD_SIGN,2048
6807,S_Clip_01147_11,4,24,ROAD_SIGN,2048
6808,S_Clip_01147_11,5,24,ROAD_SIGN,2048
6809,S_Clip_01147_11,6,4,ROAD_SIGN,2048
6810,S_Clip_01152_11,2,43,ROAD_SIGN,2048
6811,S_Clip_01152_11,3,35,ROAD_SIGN,2048
6812,S_Clip_01153_11,2,30,ROAD_SIGN,2048
6813,S_Clip_01154_11,2,49,ROAD_SIGN,2048
6814,S_Clip_01154_11,3,81,ROAD_SIGN,2048
6815,S_Clip_01155_11,7,86,ROAD_SIGN,2048
6816,S_Clip_01155_11,8,77,ROAD_SIGN,2048
6817,S_Clip_01156_14,3,1,ROAD_SIGN,2048
6818,S_Clip_01156_14,4,1,ROAD_SIGN,2048
6819,S_Clip_01157_14,5,44,ROAD_SIGN,2048
6820,S_Clip_01157_14,6,75,ROAD_SIGN,2048
6821,S_Clip_01158_14,12,100,ROAD_SIGN,2048
6822,S_Clip_01158_14,13,97,ROAD_SIGN,2048
6823,S_Clip_01173_11,2,97,ROAD_SIGN,2048
6824,S_Clip_01176_11,3,59,ROAD_SIGN,2048
6825,S_Clip_01177_11,2,14,ROAD_SIGN,2048
6826,S_Clip_01177_11,3,43,ROAD_SIGN,2048
6827,S_Clip_01177_11,5,80,ROAD_SIGN,2048
6828,S_Clip_01185_11,2,36,ROAD_SIGN,2048
6829,S_Clip_01185_11,3,35,ROAD_SIGN,2048
6830,S_Clip_01185_11,4,86,ROAD_SIGN,2048
6831,S_Clip_01185_11,5,91,ROAD_SIGN,2048
6832,S_Clip_01186_11,2,2,ROAD_SIGN,2048
6833,S_Clip_01187_11,2,51,ROAD_SIGN,2048
6834,S_Clip_01190_14,3,39,ROAD_SIGN,2048
6835,S_Clip_01191_14,3,69,ROAD_SIGN,2048
6836,S_Clip_01208_11,2,79,ROAD_SIGN,2048
6837,S_Clip_01210_11,2,22,ROAD_SIGN,2048
6838,S_Clip_01210_11,3,30,ROAD_SIGN,2048
6839,S_Clip_01213_11,4,40,ROAD_SIGN,2048
6840,S_Clip_01213_11,5,34,ROAD_SIGN,2048
6841,S_Clip_01214_11,2,85,ROAD_SIGN,2048
6842,S_Clip_01215_11,2,30,ROAD_SIGN,2048
6843,S_Clip_01216_14,1,73,ROAD_SIGN,2048
6844,S_Clip_01217_14,5,22,ROAD_SIGN,2048
6845,S_Clip_01219_14,2,33,ROAD_SIGN,2048
6846,S_Clip_01219_14,3,32,ROAD_SIGN,2048
6847,S_Clip_01219_14,5,74,ROAD_SIGN,2048
6848,S_Clip_01219_14,6,77,ROAD_SIGN,2048
6849,S_Clip_01239_11,2,17,ROAD_SIGN,2048
6850,S_Clip_01248_14,3,8,ROAD_SIGN,2048
6851,S_Clip_01248_14,4,22,ROAD_SIGN,2048
6852,S_Clip_01249_11,2,43,ROAD_SIGN,2048
6853,S_Clip_01249_11,3,44,ROAD_SIGN,2048
6854,S_Clip_01249_11,4,95,ROAD_SIGN,2048
6855,S_Clip_01250_11,2,1,ROAD_SIGN,2048
6856,S_Clip_01263_11,4,15,ROAD_SIGN,2048
6857,S_Clip_01263_11,5,46,ROAD_SIGN,2048
6858,S_Clip_01263_11,6,41,ROAD_SIGN,2048
6859,S_Clip_01277_11,6,97,ROAD_SIGN,2048
6860,S_Clip_01278_11,3,57,ROAD_SIGN,2048
6861,S_Clip_01281_11,3,98,ROAD_SIGN,2048
6862,S_Clip_01287_11,3,45,ROAD_SIGN,2048
6863,S_Clip_01287_11,4,99,ROAD_SIGN,2048
6864,S_Clip_01288_11,4,13,ROAD_SIGN,2048
6865,S_Clip_01288_11,5,71,ROAD_SIGN,2048
6866,S_Clip_01296_11,2,97,ROAD_SIGN,2048
6867,S_Clip_01297_11,3,74,ROAD_SIGN,2048
6868,S_Clip_01298_11,3,100,ROAD_SIGN,2048
6869,S_Clip_01307_11,5,10,ROAD_SIGN,2048
6870,S_Clip_01307_11,6,96,ROAD_SIGN,2048
6871,S_Clip_01308_11,5,94,ROAD_SIGN,2048
6872,S_Clip_01309_11,7,89,ROAD_SIGN,2048
6873,S_Clip_01310_11,2,76,ROAD_SIGN,2048
6874,S_Clip_01310_11,3,91,ROAD_SIGN,2048
6875,S_Clip_01310_11,4,8,ROAD_SIGN,2048
6876,S_Clip_01311_11,9,96,ROAD_SIGN,2048
6877,S_Clip_01311_11,10,43,ROAD_SIGN,2048
6878,S_Clip_01312_11,2,78,ROAD_SIGN,2048
6879,S_Clip_01313_11,7,22,ROAD_SIGN,2048
6880,S_Clip_01316_15,21,68,ROAD_SIGN,2048
6881,S_Clip_01322_11,2,31,ROAD_SIGN,2048
6882,S_Clip_01322_11,3,69,ROAD_SIGN,2048
6883,S_Clip_01323_11,2,4,ROAD_SIGN,2048
6884,S_Clip_01326_11,2,7,ROAD_SIGN,2048
6885,S_Clip_01328_11,2,47,ROAD_SIGN,2048
6886,S_Clip_01331_11,3,84,ROAD_SIGN,2048
6887,S_Clip_01344_11,2,44,ROAD_SIGN,2048
6888,S_Clip_01351_14,2,1,ROAD_SIGN,2048
6889,S_Clip_01352_11,2,100,ROAD_SIGN,2048
6890,S_Clip_01353_14,3,20,ROAD_SIGN,2048
6891,S_Clip_01365_14,2,5,ROAD_SIGN,2048
6892,S_Clip_01367_15,1,6,ROAD_SIGN,2048
6893,S_Clip_01367_15,19,85,ROAD_SIGN,2048
6894,S_Clip_01367_15,36,92,ROAD_SIGN,2048
6895,S_Clip_01370_14,4,18,ROAD_SIGN,2048
6896,S_Clip_01370_14,5,65,ROAD_SIGN,2048
6897,S_Clip_01370_14,6,99,ROAD_SIGN,2048
6898,S_Clip_01370_14,7,96,ROAD_SIGN,2048
6899,S_Clip_01372_14,3,44,ROAD_SIGN,2048
6900,S_Clip_01372_14,5,97,ROAD_SIGN,2048
6901,S_Clip_01373_11,3,96,ROAD_SIGN,2048
6902,S_Clip_01374_11,2,68,ROAD_SIGN,2048
6903,S_Clip_01375_11,2,40,ROAD_SIGN,2048
6904,S_Clip_01376_11,4,99,ROAD_SIGN,2048
6905,S_Clip_01377_11,4,70,ROAD_SIGN,2048
6906,S_Clip_01383_11,2,54,ROAD_SIGN,2048
6907,S_Clip_01384_11,2,17,ROAD_SIGN,2048
6908,S_Clip_01387_14,5,79,ROAD_SIGN,2048
6909,S_Clip_01388_14,4,43,ROAD_SIGN,2048
6910,S_Clip_01391_14,5,65,ROAD_SIGN,2048
6911,S_Clip_01395_14,4,37,ROAD_SIGN,2048
6912,S_Clip_01396_14,3,4,ROAD_SIGN,2048
6913,S_Clip_01397_14,4,94,ROAD_SIGN,2048
6914,S_Clip_01397_14,5,100,ROAD_SIGN,2048
6915,S_Clip_01398_14,4,33,ROAD_SIGN,2048
6916,S_Clip_01398_14,5,47,ROAD_SIGN,2048
6917,S_Clip_01399_14,4,1,ROAD_SIGN,2048
6918,S_Clip_01399_14,5,9,ROAD_SIGN,2048
6919,S_Clip_01399_14,6,97,ROAD_SIGN,2048
6920,S_Clip_01407_15,8,26,ROAD_SIGN,2048
6921,S_Clip_01408_15,6,99,ROAD_SIGN,2048
6922,S_Clip_01409_15,8,31,ROAD_SIGN,2048
6923,S_Clip_01430_14,7,1,ROAD_SIGN,2048
